,screen_name,text,is_quote,is_retweet,retweet_text
275,UN_CYPRUS,"#ICYMI: Tune in to #UNFICYP's podcast 🎤

In this edition meet Panagiotis and Kayra, 2 @UN Youth Champions 4 Environment &amp; Peace and what were the highlights of the programme for them. #Youth4Peace 

🎧 https://t.co/OthF7bVSa7 https://t.co/MukFmKlOJs",FALSE,FALSE,NA
276,UN_CYPRUS,"🚵‍♀️Biking to work
💡Saving electricity 
👗Buying sustainable fashion

Taking #ClimateAction &amp; living more sustainably doesn't have to be difficult.

📢#ActNow app helps you reduce your carbon footprint - and have fun doing it 👉https://t.co/xKFJvLTuNN https://t.co/HuKo6lMNrC",FALSE,TRUE,"🚵‍♀️Biking to work
💡Saving electricity 
👗Buying sustainable fashion

Taking #ClimateAction &amp; living more sustainably doesn't have to be difficult.

📢#ActNow app helps you reduce your carbon footprint - and have fun doing it 👉https://t.co/xKFJvLTuNN https://t.co/HuKo6lMNrC"
280,UN_CYPRUS,"🟢 94% of banks identify sustainability as a strategic priority for their organisation
🟢 93% are analysing the environmental &amp; social impacts of their activities
🟢 30% are setting targets, with a strong collective focus on climate &amp; financial inclusion

https://t.co/8VcgyxWctg",FALSE,TRUE,"🟢 94% of banks identify sustainability as a strategic priority for their organisation
🟢 93% are analysing the environmental &amp; social impacts of their activities
🟢 30% are setting targets, with a strong collective focus on climate &amp; financial inclusion

https://t.co/8VcgyxWctg"
282,UN_CYPRUS,"The UN works for everyone, everywhere by: 
🇺🇳 preventing conflict
🇺🇳 vaccinating children
🇺🇳 protecting refugees
🇺🇳 feeding the hungry
🇺🇳 addressing the climate crisis
🇺🇳 empowering women
🇺🇳 responding to #COVID19 &amp; more.

More ahead of Sunday’s #UNDay: https://t.co/edu8aJsVOg https://t.co/4q8uwqQ1GJ",FALSE,TRUE,"The UN works for everyone, everywhere by: 
🇺🇳 preventing conflict
🇺🇳 vaccinating children
🇺🇳 protecting refugees
🇺🇳 feeding the hungry
🇺🇳 addressing the climate crisis
🇺🇳 empowering women
🇺🇳 responding to #COVID19 &amp; more.

More ahead of Sunday’s #UNDay: https://t.co/edu8aJsVOg https://t.co/4q8uwqQ1GJ"
284,UN_CYPRUS,Increasing representation of #womeninpeacekeeping starts with creating enabling environments. We collaborated w/ @UN_Women to produce the Field-specific Enabling Environment Guidelines on how to #makeparityareality. Learn more -&gt; https://t.co/wA0lGO7oFu https://t.co/Wq2zbsASnw,FALSE,TRUE,Increasing representation of #womeninpeacekeeping starts with creating enabling environments. We collaborated w/ @UN_Women to produce the Field-specific Enabling Environment Guidelines on how to #makeparityareality. Learn more -&gt; https://t.co/wA0lGO7oFu https://t.co/Wq2zbsASnw
286,UN_CYPRUS,"🚴‍♀️Biking to work
💡Saving electricity 
👗Buying sustainable fashion

Taking #ClimateAction &amp; living more sustainably doesn't have to be difficult.

The #ActNow app helps you reduce your carbon footprint - and have fun doing it: https://t.co/4i2kqgHfrb https://t.co/5VCDAQgABj",FALSE,TRUE,"🚴‍♀️Biking to work
💡Saving electricity 
👗Buying sustainable fashion

Taking #ClimateAction &amp; living more sustainably doesn't have to be difficult.

The #ActNow app helps you reduce your carbon footprint - and have fun doing it: https://t.co/4i2kqgHfrb https://t.co/5VCDAQgABj"
287,UN_CYPRUS,"The UN Secretary-General, @antonioguterres, urges all nations to take decisive action on climate change in the lead-up to #COP26. ""All leaders must recognize that we are in the middle of a climate emergency.""

https://t.co/2b1EFLS3ke #ActNow https://t.co/Cjtn9cKGJw",FALSE,TRUE,"The UN Secretary-General, @antonioguterres, urges all nations to take decisive action on climate change in the lead-up to #COP26. ""All leaders must recognize that we are in the middle of a climate emergency.""

https://t.co/2b1EFLS3ke #ActNow https://t.co/Cjtn9cKGJw"
289,UN_CYPRUS,"Transport:
🔴 Is a significant contributor to climate change
🔴 Generates 25% of energy - related GHG emissions
🔴 Is a 6th of total emissions

🟢 Its contribution is projected to grow unless we reform the sector.

More on #SustainableTransport ⬇️ https://t.co/FigJKl7R0f",FALSE,TRUE,"Transport:
🔴 Is a significant contributor to climate change
🔴 Generates 25% of energy - related GHG emissions
🔴 Is a 6th of total emissions

🟢 Its contribution is projected to grow unless we reform the sector.

More on #SustainableTransport ⬇️ https://t.co/FigJKl7R0f"
293,UN_CYPRUS,"Hailing from Sudan, environmental activist Maghazi is currently studying in Cyprus.
An advocate for justice, equality &amp; peace, she believes that solving complex environmental issues require collective efforts.🙌

Read her story ▶️https://t.co/xUJtGEsnOD. #ClimateAction @UN_CYPRUS",FALSE,TRUE,"Hailing from Sudan, environmental activist Maghazi is currently studying in Cyprus.
An advocate for justice, equality &amp; peace, she believes that solving complex environmental issues require collective efforts.🙌

Read her story ▶️https://t.co/xUJtGEsnOD. #ClimateAction @UN_CYPRUS"
295,UN_CYPRUS,"Rural women can help:
🌊 take #ClimateAction
🌳 promote the #GlobalGoals
🥘 achieve #ZeroHunger 
👩‍🌾 #EndPoverty
🦠 respond to #COVID19

On Friday's International Day of #RuralWomen, join us in thanking them &amp; supporting their efforts. https://t.co/MZG1TG1yZh via @UN_Women https://t.co/Ep54IHu2tO",FALSE,TRUE,"Rural women can help:
🌊 take #ClimateAction
🌳 promote the #GlobalGoals
🥘 achieve #ZeroHunger 
👩‍🌾 #EndPoverty
🦠 respond to #COVID19

On Friday's International Day of #RuralWomen, join us in thanking them &amp; supporting their efforts. https://t.co/MZG1TG1yZh via @UN_Women https://t.co/Ep54IHu2tO"
299,UN_CYPRUS,"""Internal healing is a really big part of external healing &amp; planetary healing.""

Yvonne Cuaresma, founder of The Climate Journal &amp; @DoctorKarl talk about emotional responses to the climate crisis in the our #ClimateAction podcast 'No Denying It'.
https://t.co/lBMnaLgHKo https://t.co/vumchzcDb5",FALSE,TRUE,"""Internal healing is a really big part of external healing &amp; planetary healing.""

Yvonne Cuaresma, founder of The Climate Journal &amp; @DoctorKarl talk about emotional responses to the climate crisis in the our #ClimateAction podcast 'No Denying It'.
https://t.co/lBMnaLgHKo https://t.co/vumchzcDb5"
303,UN_CYPRUS,"The climate crisis harms human health.

Ahead of #COP26, @WHO is calling for #ClimateAction to assure a sustained recovery from #COVID19.

More on their recommendations, from protecting nature as the foundation of health to promoting food systems: https://t.co/EsSZUN7nNJ https://t.co/jBG8L0CMyC",FALSE,TRUE,"The climate crisis harms human health.

Ahead of #COP26, @WHO is calling for #ClimateAction to assure a sustained recovery from #COVID19.

More on their recommendations, from protecting nature as the foundation of health to promoting food systems: https://t.co/EsSZUN7nNJ https://t.co/jBG8L0CMyC"
305,UN_CYPRUS,"Meet Maghazi: a 19-year-old environmental activist from Sudan who is currently in #Cyprus completing her studies and was part of the 25 @UN Youth Champions for Environment and Peace programme, implemented together with the @cyBritish. #Youth4Peace

More 👉https://t.co/K0XvpOJeib https://t.co/j8I6WwGZVj",FALSE,FALSE,NA
322,UN_CYPRUS,"Antreas (22) enjoys being involved in environment-related projects. 
For him, the @UN Youth Champions for Environment &amp; Peace program is an opportunity to share ideas with youth from both communities for the benefit of the environment.🌱🕊️
https://t.co/vCeoIqePco. @UN_CYPRUS https://t.co/xpAIUPNFs9",FALSE,TRUE,"Antreas (22) enjoys being involved in environment-related projects. 
For him, the @UN Youth Champions for Environment &amp; Peace program is an opportunity to share ideas with youth from both communities for the benefit of the environment.🌱🕊️
https://t.co/vCeoIqePco. @UN_CYPRUS https://t.co/xpAIUPNFs9"
323,UN_CYPRUS,"#ICYMI: Tune in to this edition of #UNFICYP's podcast Microphone. We invite you to meet Panagiotis &amp; Kayra, 2 young Cypriots who came together as part of the @UNYouth Champions 4 Environment &amp; Peace. #Youth4Peace 

https://t.co/b7Urbnp6C7 https://t.co/5Fywj7PNsK",FALSE,FALSE,NA
330,UN_CYPRUS,"The difference between 1.5°C &amp; 3°C global warming means vastly different scenarios for the future. 

Our survival on this planet hinges on these few degrees.

Addressing the climate crisis &amp; limiting temperature rise is possible, if we #ActNow. https://t.co/TrmoKhFYEo via @UNFCCC https://t.co/4EE3bu4aU9",FALSE,TRUE,"The difference between 1.5°C &amp; 3°C global warming means vastly different scenarios for the future. 

Our survival on this planet hinges on these few degrees.

Addressing the climate crisis &amp; limiting temperature rise is possible, if we #ActNow. https://t.co/TrmoKhFYEo via @UNFCCC https://t.co/4EE3bu4aU9"
337,UN_CYPRUS,"With 30 days left to #COP26, a reminder that there is no Planet B and #ClimateAction matters.

We urge industrialized countries to fulfill the goals of the #ParisAgreement and mobilize $100 billion annually in climate finance to support the needs of developing nations. https://t.co/d6opBd13vv",FALSE,TRUE,"With 30 days left to #COP26, a reminder that there is no Planet B and #ClimateAction matters.

We urge industrialized countries to fulfill the goals of the #ParisAgreement and mobilize $100 billion annually in climate finance to support the needs of developing nations. https://t.co/d6opBd13vv"
341,UN_CYPRUS,"Tune in to this edition of #UNFICYP's podcast 🎤
We invite you to meet Panagiotis &amp; Kayra, 2 young Cypriots who came together as part of the @UN Youth Champions 4 Environment &amp; Peace and what were the highlights of the programme for them. #Youth4Peace 

🎧 https://t.co/SAdGwnrUb0 https://t.co/MVys2tSQ3k",FALSE,FALSE,NA
344,UN_CYPRUS,"Young people have been at the forefront of #ClimateAction, generating positive solutions, advocating for climate justice and holding leaders to account.

We need national leaders need to follow this example and ensure the ambition and results we need, at #COP26 and beyond.",FALSE,TRUE,"Young people have been at the forefront of #ClimateAction, generating positive solutions, advocating for climate justice and holding leaders to account.

We need national leaders need to follow this example and ensure the ambition and results we need, at #COP26 and beyond."
345,UN_CYPRUS,"Are you interested in climate justice and making a change in the 🌏 and society?

Do you want to connect with youth groups from around the world that strive for change?  

Then this event is for you!

Register by 11 October here 👉 https://t.co/BrrBIAZfls https://t.co/sRRGJ8Wy1M",FALSE,FALSE,NA
346,UN_CYPRUS,"""In Cyprus we have this 'us-versus-them' mentality. A programme such as the Youth Champions changes this &amp; gives hope.""

UN Youth Champion for Environment &amp; Peace, Boghos (23) works towards a sustainable &amp; peaceful future in Cyprus.
Read more 👇https://t.co/zX5kSIllac. @UN_CYPRUS",FALSE,TRUE,"""In Cyprus we have this 'us-versus-them' mentality. A programme such as the Youth Champions changes this &amp; gives hope.""

UN Youth Champion for Environment &amp; Peace, Boghos (23) works towards a sustainable &amp; peaceful future in Cyprus.
Read more 👇https://t.co/zX5kSIllac. @UN_CYPRUS"
349,UN_CYPRUS,".@UN Youth Champion for Environment &amp; Peace Evgenia believes that nature can serve as a tool of cooperation for humankind. A true activist at heart, she works towards a sustainable &amp; peaceful future for all.

Discover her story 👇 https://t.co/l0BJS3upmI. #UNGA #ClimateAction",FALSE,TRUE,".@UN Youth Champion for Environment &amp; Peace Evgenia believes that nature can serve as a tool of cooperation for humankind. A true activist at heart, she works towards a sustainable &amp; peaceful future for all.

Discover her story 👇 https://t.co/l0BJS3upmI. #UNGA #ClimateAction"
352,UN_CYPRUS,"Reducing #FoodLoss &amp; #FoodWaste helps to
✅strengthen the sustainability of our food systems
✅safeguard our natural resources
✅combat climate change
✅make healthy diets affordable &amp; accessible to all

Here are a few tips to help reduce food waste ⤵️
#FLWDay",FALSE,TRUE,"Reducing #FoodLoss &amp; #FoodWaste helps to
✅strengthen the sustainability of our food systems
✅safeguard our natural resources
✅combat climate change
✅make healthy diets affordable &amp; accessible to all

Here are a few tips to help reduce food waste ⤵️
#FLWDay"
358,UN_CYPRUS,"Really good to meet some of the young leaders who completed the @UN_CYPRUS &amp; @cyBritish youth champions programme for Environment &amp; Peace. Clearly some great discussions, this is a group that has the potential to shape the future
 
#YouthVoice #COP26 https://t.co/5AEHA27XXL",FALSE,TRUE,"Really good to meet some of the young leaders who completed the @UN_CYPRUS &amp; @cyBritish youth champions programme for Environment &amp; Peace. Clearly some great discussions, this is a group that has the potential to shape the future
 
#YouthVoice #COP26 https://t.co/5AEHA27XXL"
359,UN_CYPRUS,"Boghos (23) joined the @UN Youth Champions for Environment and Peace to learn about environmental issues. 

“In #Cyprus we have this ""us-versus-them"" mentality. A programme such as the youth champions changes this and gives hope.”

Read more: https://t.co/v7pRbttA1M #Youth4Peace https://t.co/kd9HtmTad7",FALSE,FALSE,NA
